race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,country_standardized,iso_numeric,region
64849,The Arctic Triple Lofoten Ultra-Trail®,100 Miles,SVOLVÆR,Norway,2021-06-04,12:00:00,solo,165.0,7046,-7047,10,150,Norway,578,Europe
69395,TransPenedaGerês,TPG 168k Race of the 4 Castles,Melgaço,Portugal,2021-06-03,16:00:00,solo,166.2,9360,-8540,6,0,Portugal,620,Europe
63925,Chester Ultra 50,Chester Ultra 100,chester,United Kingdom,2021-05-29,06:00:00,solo,167.0,1540,-1550,10,150,United Kingdom,826,Europe
67033,Grand Trail Des Lacs Et Chateaux (GTLC),GT160,Waimes,Belgium,2021-05-29,04:00:00,solo,165.3,6200,-6200,0,200,Belgium,056,Europe
71209,WHW & Ben Nevis Race,WHW & Ben Nevis Race,FortWilliam,United Kingdom,2021-05-29,11:00:00,solo,165.4,5110,-5080,9,30,United Kingdom,826,Europe
66105,Bryce Canyon,Bryce Canyon 100 Mile,Hatch,United States,2021-05-28,05:00:00,solo,157.1,4310,-4310,15,300,United States,840,North America
66840,Festiwal Biegowy ULTRA WAY,PORANEK NA PLAZY 160 km+,Rumia,Poland,2021-05-28,12:00:00,solo,163.3,3020,-3030,7,200,Poland,616,Europe
67410,NUTS Karhunkierros,166K,Kuusamo,Finland,2021-05-28,14:00:00,solo,169.6,3910,-3940,7,250,Finland,246,Europe
68605,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2021-05-22,10:00:00,solo,163.0,4230,-4310,6,150,Norway,578,Europe
71293,Mac Mac Ultra,100m,Pretoria,South Africa,2021-05-21,12:00:00,solo,156.8,6300,-6540,14,0,South Africa,710,Africa
65183,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2021-05-21,17:00:00,solo,171.8,8640,-8640,8,50,Poland,616,Europe
64771,The Old Forest Hanmer 100,100mile,HanmerSprings,New Zealand,2021-05-14,10:00:00,solo,0.0,0,0,16,0,New Zealand,554,Oceania
66949,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2021-05-13,20:00:00,solo,169.2,4060,-4060,9,50,Sweden,752,Europe
67422,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2021-05-08,09:00:00,solo,161.3,3210,-3160,13,300,United Kingdom,826,Europe
70708,Hubert 100,Hubert 100M,Hawker,Australia,2021-05-08,10:00:00,solo,157.7,2430,-2430,8,150,Australia,036,Oceania
67736,The Dales High Way,Dales High Way + High Cup Nick,Saltaire,United Kingdom,2021-05-08,08:30:00,solo,166.2,4430,-4380,8,200,United Kingdom,826,Europe
68042,Gulag-100,Gulag-100,Litochoro,Greece,2021-05-07,12:00:00,solo,167.1,14260,-14260,4,40,Greece,300,Europe
70440,100 miles of Beskid Wyspowy,100 miles of Beskid Wyspowy,Zalesie,Poland,2021-05-01,06:00:00,solo,164.5,6610,-6620,8,100,Poland,616,Europe
70255,Bó Trail,Bó Trail 170K,yibin,China,2021-05-01,09:00:00,solo,161.7,8440,-8440,13,100,China,156,Asia
69334,Yarikan100,Yarikan100,Ishikawa,Japan,2021-05-01,06:00:00,solo,164.7,8700,-8700,22,50,Japan,392,Asia
71184,Sengenyama 100,4th Sengenyama 100 (mile),Hayama,Japan,2021-04-24,05:00:00,solo,166.4,6110,-6110,8,50,Japan,392,Asia
70681,Mt. Fuji 100 Mile Challenge,100 mile,Fuji,Japan,2021-04-23,11:00:00,solo,161.9,7340,-7380,4,80,Japan,392,Asia
71704,Tamba 100 Adventure Trail,Tamba 100 Adventure Trail,Tamba,Japan,2021-04-23,06:00:00,solo,162.7,9200,-9200,13,100,Japan,392,Asia
69319,Ultra-Trail® Drakensberg,UTD 160,Underberg,South Africa,2021-04-23,10:00:00,solo,171.6,5160,-6500,12,0,South Africa,710,Africa
69523,Jiangnan 100 Mile,100Mile,Ningbo,China,2021-04-16,14:00:00,solo,161.0,7060,-7060,13,150,China,156,Asia
65403,Zion,Zion 100,Virgin,United States,2021-04-10,05:00:00,solo,160.8,2830,-2880,15,250,United States,840,North America
68615,Patagonia Run,100 Miles,SanMartinDeLosAndes,Argentina,2021-04-09,10:00:00,solo,163.7,8140,-8140,15,280,Argentina,032,South America
69758,Ultra Trail Jinan,168km,jinan,China,2021-04-09,16:00:00,solo,161.5,10810,-10790,16,100,China,156,Asia
70118,QLG168,QLG168,QUZHOU,China,2021-04-02,16:30:00,solo,168.0,10740,-10740,10,10,China,156,Asia
66689,Volcano UltraMarathon Extreme,Volcano 100 Millas,,Costa Rica,2021-03-30,06:30:00,solo,160.5,6440,-6560,13,50,Costa Rica,188,North America
71992,Antelope Island Buffalo Run,100 mile,Syracuse,United States,2021-03-26,10:00:00,Solo,162.0,2200,-2200,16,400,United States,840,North America
68098,Kullamannen 2021 Covid-19,Kullamannen 100 miles,Kullaberg,Sweden,2021-03-26,09:00:00,solo,163.6,1910,-1930,4,600,Sweden,752,Europe
71140,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2021-03-20,06:00:00,solo,161.4,9460,-9470,12,50,New Zealand,554,Oceania
68348,UTTGN Sport HG | TARRAGONA,Gran Trail Catalunya,Tarragona,Spain,2021-03-05,22:00:00,solo,169.8,5160,-5160,13,50,Spain,724,Europe
64671,Victoria 162,V162 Virtual,HongKong,China,2021-02-27,00:00:00,solo,166.7,7700,-7700,0,200,China,156,Asia
71220,Run Lovit,100M,,United States,2021-02-26,00:00:00,solo,0.0,0,0,0,0,United States,840,North America
64661,Victoria 162,3-day Race Virtual,HongKong,China,2021-02-26,08:00:00,solo,165.9,8320,-8340,0,100,China,156,Asia
68501,Storstenshöjden 100 miles,Storstenshöjden 100 miles,Örebro,Sweden,2021-02-19,06:00:00,solo,168.4,11550,-11530,0,50,Sweden,752,Europe
64219,Tarawera Ultramarathon,100 Miler,Rotorua,New Zealand,2021-02-13,04:00:00,solo,165.4,5510,-5520,14,300,New Zealand,554,Oceania
65413,HOKA ONE ONE Rocky Raccoon,100 Mile,Huntsville,United States,2021-02-06,06:00:00,solo,160.9,2200,-2200,19,500,United States,840,North America
69001,Coldwater Rumble,100 Miles,Goodyear,United States,2021-01-16,07:00:00,solo,161.8,2660,-2670,16,600,United States,840,North America
64103,The Great Southern Alps Miler,The Great Southern Alps Miler,HanmerSprings,New Zealand,2021-01-15,07:00:00,solo,160.3,3180,-3300,8,1,New Zealand,554,Oceania
68010,UTCL100,UTCL 100 Miles,Bogor,Indonesia,2021-01-09,06:00:00,solo,161.0,6420,-6410,18,30,Indonesia,360,Asia
67526,UTSZ 2020 Trail Races,UTSZ 100 miles,Shenzhen,China,2020-12-26,04:30:00,solo,162.6,6610,-6630,8,50,China,156,Asia
68562,Run Guizhou League Finals,Luodian168KM,Luodian,China,2020-12-25,14:00:00,solo,167.7,9770,-9770,15,50,China,156,Asia
64037,Around The Valley - Sovev Emek,sovev emek 166km,ainhasofet,Israel,2020-12-10,06:00:00,Solo,172.9,3840,-3840,18,300,Israel,376,Asia
68007,Falls 100 Ultra Trail Race,Falls 100 - 100 Mile,FallsofRough,United States,2020-12-05,07:00:00,solo,164.5,4310,-4310,24,250,United States,840,North America
58877,Blood Rock 100 Mile Endurance Trail Race,100 Mile,Pelham,United States,2020-12-04,12:00:00,solo,161.9,7610,-7610,16,200,United States,840,North America
67289,Sky Ultra Pico Mx,SKY ULTRA PICO MX 100M,ORIZABA,Mexico,2020-12-04,00:01:00,solo,160.2,8660,-8660,15,75,Mexico,484,North America
67634,Ultra Trail Three Gorges,UTTG,Yichang,China,2020-11-26,18:00:00,solo,170.8,10470,-10320,13,200,China,156,Asia
56323,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2020-11-21,05:00:00,solo,160.9,2590,-2590,5,0,United States,840,North America
64481,Panda Trail by UTMB®,DPT,Dujiangyan,China,2020-11-20,18:00:00,solo,157.8,9280,-9280,12,0,China,156,Asia
68472,Sengenyama 100,Sengenyama 100,Hayama,Japan,2020-11-14,05:00:00,solo,166.4,6100,-6100,4,50,Japan,392,Asia
68239,Jiangnan 100 Mile,100Mile - November,Ningbo,China,2020-11-13,14:00:00,solo,160.5,7060,-7060,13,150,China,156,Asia
59437,Pinhoti 100,Pinhoti 100,Sylacauga,United States,2020-11-07,07:00:00,solo,155.0,4060,-4180,17,250,United States,840,North America
62737,Rim to River Endurance Company,Rim to River 100,OakHill,United States,2020-11-07,06:30:00,solo,160.9,3760,-3750,8,250,United States,840,North America
69754,Tunnel Hill  100 & 50 mile runs,100mi,Vienna,United States,2020-11-07,07:00:00,solo,161.4,1690,-1690,21,0,United States,840,North America
67282,Pong Yaeng Trail,Pong Yaeng Trail 166,ChiangMai,Thailand,2020-11-06,10:00:00,solo,167.5,8280,-8060,14,200,Thailand,764,Asia
59805,Javelina Jundred,100 Miles,FortMcDowell,United States,2020-10-31,06:00:00,solo,160.5,1720,-1720,26,800,United States,840,North America
68633,Mohican 100 Trail Run,Mohican 100 Mile Trail Run,Loudonville,United States,2020-10-31,05:00:00,solo,156.0,3630,-3620,19,0,United States,840,North America
67406,Halloween hike,160 km,Kannonkoski,Finland,2020-10-30,19:00:00,solo,160.3,2110,-2110,5,0,Finland,246,Europe
62531,THAILAND BY UTMB,Inthanon 6,ChomThong,Thailand,2020-10-30,10:00:00,solo,159.6,7340,-7340,15,500,Thailand,764,Asia
62021,Cactus Rose,100 Mile,Bandera,United States,2020-10-24,05:00:00,solo,162.4,3500,-3500,20,550,United States,840,North America
67723,EstrelAçor Ultra Endurance,EA Penhas Manteiga 2020,PenhasdaSaúde,Portugal,2020-10-23,11:00:00,solo,157.8,6910,-7600,0,80,Portugal,620,Europe
62193,Cloudsplitter 100,100 Mile,Norton,United States,2020-10-17,08:00:00,solo,157.5,5610,-5610,16,100,United States,840,North America
67914,Shanhaiguan Trail Race,168K,qinhuangdao,China,2020-10-17,04:00:00,solo,162.0,9320,-9070,14,100,China,156,Asia
56017,Mines of Spain,100 Mile,Davenport,United States,2020-10-16,08:00:00,solo,167.5,4310,-4320,19,0,United States,840,North America
51397,Bèrghem Ultra,Åkersætra 666 m.o.h.,Hamar,Norway,2020-10-10,08:00:00,solo,163.2,2970,-3360,0,50,Norway,578,Europe
56693,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2020-10-10,09:00:00,solo,161.5,2060,-2060,16,250,United Kingdom,826,Europe
58579,Midstate Massive Ultra Trail,Midstate Massive Ultra Trail,NewIpswitch,United States,2020-10-10,00:00:00,solo,163.6,3720,-3980,16,125,United States,840,North America
49589,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2020-10-08,10:00:00,solo,160.7,1610,-1610,13,180,Sweden,752,Europe
52607,Brisbane Trail Ultra,Brisbane Trail Ultra 100 mile,Brisbane,Australia,2020-10-03,05:00:00,solo,160.4,7550,-7590,7,50,Australia,036,Oceania
54013,SPARNATRAIL,P'tiot Sparnatrail,EPERNAY,France,2019-11-10,07:45:00,solo,33.3,750,-750,1,1800,France,250,Europe
66483,Mt. Wumeng Ultra Trail,KINETIK 165K,Zhaotong,China,2020-10-02,19:00:00,solo,164.1,7440,-7090,13,80,China,156,Asia
62347,North Coast 100,North Coast 110M,Barnstaple,United Kingdom,2020-10-02,07:00:00,solo,174.5,5570,-5540,8,50,United Kingdom,826,Europe
60243,Schinder-Trail Backyard Ultra,23 Loops,Rettert,Germany,2020-10-02,20:00:00,solo,157.2,3060,-3060,23,200,Germany,276,Europe
66580,TransPenedaGerês,TPG 160k Race of the 4 Castles,Melgaço,Portugal,2020-10-02,07:00:00,solo,167.4,8010,-7200,5,0,Portugal,620,Europe
61189,Spain Backyard Ultra,Spain Backyard Ultra  24 Loops,CastroCaldelas,Spain,2020-09-26,10:00:00,solo,161.1,6890,-6890,23,150,Spain,724,Europe
59557,BEAR 100,Bear 100 Endurance Trail Race,Smithfield,United States,2020-09-25,06:00:00,solo,162.7,6460,-6130,13,300,United States,840,North America
66321,Cold Hawaii Ultra,Cold Hawaii Ultra 100 miles,Thisted,Denmark,2020-09-25,18:00:00,solo,162.6,2000,-2010,6,50,Denmark,208,Europe
65591,Mossarun,"Mossarun 2020, 24h/100 miles",Älmhult,Sweden,2020-09-19,12:00:00,solo,171.8,3940,-3950,0,50,Sweden,752,Europe
59995,Sangre de Cristo Ultras,100-Mile,Westcliffe,United States,2020-09-19,04:00:00,solo,168.2,5910,-5910,13,300,United States,840,North America
50041,Dragon 100,Dragon 100,Cardiff,United Kingdom,2020-09-12,18:00:00,solo,165.0,3560,-3550,11,200,United Kingdom,826,Europe
53559,GUUT100+,GUUT100MILES+,Gentofte,Denmark,2020-09-12,09:00:00,Solo,167.4,1610,-1620,1,20,Denmark,208,Europe
67160,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 Mile,,United States,2020-09-12,00:00:00,solo,0.0,0,0,0,0,United States,840,North America
67713,Pine creek challenge,100Miles,Wellsboro,United States,2020-09-12,00:00:00,solo,0.0,0,0,0,0,United States,840,North America
62121,Garmin Ultra Race Radków,Challange 158,RADKÓW,Poland,2020-09-11,05:00:00,solo,163.9,5700,-5700,11,50,Poland,616,Europe
49901,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2020-09-05,09:00:00,solo,161.3,3160,-3110,13,300,United Kingdom,826,Europe
53999,SwissPeaks Trail,170,LeBouveret,Switzerland,2020-09-03,10:00:00,solo,167.0,11140,-12910,15,400,Switzerland,756,Europe
58623,Burning River Endurance Run,100 Mile,Hudson,United States,2020-08-22,04:00:00,solo,163.6,2700,-2700,14,250,United States,840,North America
59271,Hardmoors,110 Mi,,United Kingdom,2020-08-22,00:00:00,solo,169.9,3760,-3720,12,150,United Kingdom,826,Europe
57055,100 miles of Beskid Wyspowy,100 miles of Beskid Wyspowy,Zalesie,Poland,2020-08-21,07:00:00,solo,161.6,6510,-6510,8,100,Poland,616,Europe
54829,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2020-08-21,18:00:00,solo,164.0,7490,-7500,13,150,Bulgaria,100,Europe
61035,ULTRA 01,Ultra 165km,Oyonnax,France,2020-08-21,18:00:00,solo,167.2,7230,-7230,8,300,France,250,Europe
57587,Salomon Rondane 100,Salomon Rondane 100,Folldal,Norway,2020-08-15,05:00:00,solo,163.6,5450,-5440,5,0,Norway,578,Europe
54869,Ultra Trail des Sources,Ultra Trail des Sources,Spa,Belgium,2020-08-15,07:00:00,solo,158.8,4500,-4500,8,200,Belgium,056,Europe
65665,Columbia Sanfo Ultra 168-Chongli,UTC,Chongli,China,2020-08-14,17:00:00,solo,161.1,7370,-7370,15,600,China,156,Asia
62503,Bunketorp Backyard Ultra Trail,BBUT - 24 loops,LINDOME,Sweden,2020-08-08,10:00:00,solo,163.7,3100,-3100,23,120,Sweden,752,Europe
51393,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2020-08-08,06:00:00,solo,168.2,3440,-3480,14,300,United Kingdom,826,Europe
53939,Halland Ultra-Beach,100 miles,Göteborg,Sweden,2020-08-08,12:00:00,solo,161.7,1740,-1750,2,50,Sweden,752,Europe
66836,INNER MONGOLIA ULTRA MARATHON,Laoniuwan 168km,Hohhot,China,2020-08-08,07:40:00,solo,165.2,4600,-4600,15,100,China,156,Asia
51777,Chiemgauer 100,100 Mile,Bergen,Germany,2020-07-31,13:00:00,Solo,0.0,0,0,9,150,Germany,276,Europe
50051,Infinity Trail Backyard - Normandie,Infinity Trail - 23 boucles,PAVILLY,France,2020-07-31,14:00:00,solo,155.3,5160,-5160,1,80,France,250,Europe
56831,The Gax 100 miles,The Gax 100 miles,Ystad,Sweden,2020-07-25,00:00:00,solo,160.6,1510,-1510,3,72,Sweden,752,Europe
50845,Elephant Trail Race,160 Km (100 Mile),PortMacquarie,Australia,2020-07-17,20:00:00,solo,163.2,8650,-8630,13,100,Australia,036,Oceania
66413,Palisades Ultra Trail Series,Moose 100 Mile,Irwin,United States,2020-07-17,05:00:00,solo,0.0,0,0,14,0,United States,840,North America
60049,Silverheels 100-Mile Endurance Run,100 Mile,Fairplay,United States,2020-07-11,04:00:00,solo,166.7,4650,-4650,24,200,United States,840,North America
50803,Nuts Ylläs Pallas,160K,Äkäslompolo,Finland,2020-07-10,12:00:00,solo,165.7,4400,-4480,10,250,Finland,246,Europe
62705,Huanglong Extreme Endunrance Race,QZG+UTHL100,???,China,2020-07-03,06:00:00,relay,159.8,7700,-8200,10,0,China,156,Asia
55429,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2020-06-20,10:00:00,solo,168.6,4670,-5140,6,150,Norway,578,Europe
50523,Bryce Canyon,100 Mile,Hatch,United States,2020-05-15,00:00:00,solo,157.1,4320,-4320,13,300,United States,840,North America
48383,Jiangnan 100 Mile,100Mile,Ningbo,China,2020-04-10,14:00:00,solo,160.5,7060,-7060,13,150,China,156,Asia
49345,Antelope Canyon,100 Mile,Page,United States,2020-03-14,06:00:00,solo,159.4,1850,-1850,10,300,United States,840,North America
53633,Borneo Ultra-Trail® Marathon,100 Miles,KotaKinabalu,Malaysia,2020-03-14,06:00:00,solo,161.0,7620,-7620,16,300,Malaysia,458,Asia
61149,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2020-03-13,14:00:00,solo,161.2,5640,-5130,16,100,South Africa,710,Africa
52827,100 MILLAS® SIERRAS DEL BANDOLERO,100 Millas,PradodelRey,Spain,2020-03-06,18:00:00,solo,161.1,6170,-6170,14,500,Spain,724,Europe
63235,Chattanooga 100 Mile Trail Race,Chattanooga 100 Mile Trail Race,RisingFawn,United States,2020-03-06,00:00:00,solo,158.1,3770,-3770,14,250,United States,840,North America
57473,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,Petit-Bourg,France,2020-02-28,18:30:00,solo,161.4,6240,-6240,14,400,France,250,Europe
62593,Run Lovit,100M,,United States,2020-02-28,00:00:00,solo,0.0,0,0,0,0,United States,840,North America
55551,Ultra Trail Thailand,Inthanon 6,ChomThong,Thailand,2020-02-14,10:00:00,solo,175.0,7850,-7850,16,100,Thailand,764,Asia
59053,Lone Star 100,100M,ElPaso,United States,2020-02-08,05:00:00,solo,158.6,5930,-5850,9,0,United States,840,North America
49059,Tarawera Ultramarathon,100 Miler,Rotorua,New Zealand,2020-02-08,04:00:00,solo,162.4,5200,-5220,14,300,New Zealand,554,Oceania
51945,Tjörnarparen - Trail Ultra,100 miles,TJÖRNARP,Sweden,2020-02-08,09:00:00,solo,162.1,2300,-2330,9,50,Sweden,752,Europe
57191,Grandmaster Ultras,100 miler,Littlefield,United States,2020-02-07,08:00:00,solo,158.6,1730,-1730,14,0,United States,840,North America
61175,Orcas Island 100 Mile,Orcas Island 100 Mile,Olga,United States,2020-02-07,08:00:00,solo,163.5,7570,-7570,19,90,United States,840,North America
49849,HOKA ONE ONE Rocky Raccoon,100 Mile,Huntsville,United States,2020-02-01,06:00:00,solo,163.1,2260,-2260,19,500,United States,840,North America
53283,LE DERNIER HOMME DEBOUT MORVAN,24 Boucles,Chateau-Chinon,France,2020-01-25,11:50:00,solo,169.9,5740,-5740,1,350,France,250,Europe
57131,Coldwater Rumble,100 Miles,Goodyear,United States,2020-01-18,07:00:00,solo,161.8,2660,-2670,16,400,United States,840,North America
60007,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2020-01-18,00:00:00,solo,161.0,8200,-8200,0,0,United States,840,North America
50097,The Great Southern Alps Miler,The Great Southern Alps Miler,HanmerSprings,New Zealand,2020-01-17,07:00:00,solo,0.0,0,0,8,1,New Zealand,554,Oceania
60495,MONTANE® Spine® Races,MONTANE® Spine® Challenger,Edale,United Kingdom,2020-01-11,08:00:00,solo,174.2,4770,-4770,4,125,United Kingdom,826,Europe
60491,MONTANE® Spine® Races,MRT Challenge,Edale,United Kingdom,2020-01-11,11:00:00,solo,174.2,4770,-4770,4,30,United Kingdom,826,Europe
44291,S1 Trail La Corsa Della Bora,Ultra,TRIESTE,Italy,2020-01-04,06:00:00,solo,166.3,6750,-7110,9,150,Italy,380,Europe
49431,GOLDEN 100 HONG KONG,100Miles,HongKong,China,2019-12-27,20:00:00,solo,163.0,9180,-9130,16,0,China,156,Asia
45417,UTSZ Trail Races,100Miles,shenzhen,China,2019-12-21,04:30:00,solo,166.6,8110,-8120,16,100,China,156,Asia
65861,Loup Garou 100 Mile Trail Run,100M,VillePlatte,United States,2019-12-14,00:00:00,solo,0.0,0,0,0,0,United States,840,North America
58259,La Misión  - VLA - Argentina,La Misión 160 VLA -,VillalaAngostura,Argentina,2019-12-12,09:00:00,solo,163.3,7240,-7240,1,100,Argentina,032,South America
43585,Brazos Bend 100,100M,Needville,United States,2019-12-07,06:00:00,solo,162.3,2730,-2720,6,0,United States,840,North America
55417,Falls 100 Ultra Trail Race,100 Mile,FallsofRough,United States,2019-12-07,07:00:00,solo,162.5,4230,-4230,41,140,United States,840,North America
43795,Exodus Ultra Marathon,Exodus,Llanfechain,United Kingdom,2019-12-06,19:00:00,solo,170.0,6550,-6540,3,50,United Kingdom,826,Europe
51033,Sky Ultra Pico Mx,Sky Ultra Pico Mx 100M,ORIZABA,Mexico,2019-12-06,12:00:00,solo,159.6,8270,-8240,16,50,Mexico,484,North America
42239,Ultra-Trail® Panoramic,100Miles,AmphurMuang,Thailand,2019-12-06,16:00:00,solo,157.0,6040,-6050,15,300,Thailand,764,Asia
48423,HK168,Full168,TaiMeiTuk,China,2019-11-29,15:00:00,solo,168.8,10400,-10400,14,400,China,156,Asia
47165,Oman by UTMB,170km,Muscat,Oman,2019-11-28,19:30:00,solo,170.9,10570,-10490,25,100,Oman,512,Asia
50187,Ultra Trail Three Gorges,UTTG,Yichang,China,2019-11-28,20:00:00,solo,172.8,10410,-10230,13,450,China,156,Asia
30267,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2019-11-23,04:30:00,solo,155.3,6450,-6450,4,100,Australia,036,Oceania
42867,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2019-11-23,05:00:00,solo,161.6,2560,-2520,5,0,United States,840,North America
46539,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2019-11-16,06:30:00,solo,163.0,3120,-3590,13,99,Oman,512,Asia
47381,Pong Yaeng Trail,Pong Yaeng Trail 166,ChiangMai,Thailand,2019-11-15,10:00:00,solo,172.2,8000,-8000,14,200,Thailand,764,Asia
